Jurisdiction, Description, Taxable_Sales_and_Purchases, Row_Update_Indicator, QuarterDate
SENECA,Medical Equipment and Supplies Manufacturing,239023.00,47201923391,2019-08-01
SENECA,Medical Equipment and Supplies Manufacturing,225607.00,47201933391,2019-11-01
SENECA,Medical Equipment and Supplies Manufacturing,273371.00,47201943391,2019-02-01
SENECA,Medical Equipment and Supplies Manufacturing,255318.00,47202013391,2020-05-01
SENECA,Medical Equipment and Supplies Manufacturing,226342.00,47202023391,2020-08-01
SENECA,Medical Equipment and Supplies Manufacturing,231025.00,47202033391,2020-11-01
SENECA,Medical Equipment and Supplies Manufacturing,213030.00,47202043391,2020-02-01
SENECA,Medical Equipment and Supplies Manufacturing,80488.00,47202113391,2021-05-01
SENECA,Medical Equipment and Supplies Manufacturing,182720.00,47202123391,2021-08-01
SENECA,Medical Equipment and Supplies Manufacturing,210770.00,47202133391,2021-11-01
SENECA,Medical Equipment and Supplies Manufacturing,308894.00,47202143391,2021-02-01
SENECA,Medical Equipment and Supplies Manufacturing,333491.00,47202213391,2022-05-01
SENECA,Medical Equipment and Supplies Manufacturing,336671.00,47202223391,2022-08-01
SENECA,Medical Equipment and Supplies Manufacturing,317920.00,47202233391,2022-11-01
SENECA,Medical Equipment and Supplies Manufacturing,322298.00,47202243391,2022-02-01
SENECA,Medical Equipment and Supplies Manufacturing,377669.00,47202313391,2023-05-01
SENECA,Medical Equipment and Supplies Manufacturing,328138.00,47202323391,2023-08-01
SENECA,Medical Equipment and Supplies Manufacturing,356059.00,47202333391,2023-11-01
SENECA,Medical Equipment and Supplies Manufacturing,288062.00,47202343391,2023-02-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,102658.00,48201413391,2014-05-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,103608.00,48201423391,2014-08-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,125506.00,48201433391,2014-11-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,137286.00,48201443391,2014-02-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,103419.00,48201513391,2015-05-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,110254.00,48201523391,2015-08-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,85165.00,48201533391,2015-11-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,151899.00,48201543391,2015-02-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,129591.00,48201613391,2016-05-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,133437.00,48201623391,2016-08-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,173048.00,48201633391,2016-11-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,179145.00,48201643391,2016-02-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,157980.00,48201713391,2017-05-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,141170.00,48201723391,2017-08-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,104419.00,48201733391,2017-11-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,139579.00,48201743391,2017-02-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,301759.00,48201813391,2018-05-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,161738.00,48201823391,2018-08-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,186424.00,48201833391,2018-11-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,236849.00,48201843391,2018-02-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,335980.00,48201913391,2019-05-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,208120.00,48201923391,2019-08-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,200650.00,48201933391,2019-11-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,201617.00,48201943391,2019-02-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,222412.00,48202013391,2020-05-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,302603.00,48202023391,2020-08-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,158784.00,48202033391,2020-11-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,314769.00,48202043391,2020-02-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,58931.00,48202113391,2021-05-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,128112.00,48202123391,2021-08-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,221644.00,48202133391,2021-11-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,197162.00,48202143391,2021-02-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,185129.00,48202213391,2022-05-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,232885.00,48202223391,2022-08-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,192824.00,48202233391,2022-11-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,186310.00,48202243391,2022-02-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,219070.00,48202313391,2023-05-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,135813.00,48202323391,2023-08-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,244856.00,48202333391,2023-11-01
ST LAWRENCE,Medical Equipment and Supplies Manufacturing,213259.00,48202343391,2023-02-01
STEUBEN,Medical Equipment and Supplies Manufacturing,120188.00,49201413391,2014-05-01
STEUBEN,Medical Equipment and Supplies Manufacturing,87242.00,49201423391,2014-08-01
STEUBEN,Medical Equipment and Supplies Manufacturing,71420.00,49201433391,2014-11-01
STEUBEN,Medical Equipment and Supplies Manufacturing,93222.00,49201443391,2014-02-01
STEUBEN,Medical Equipment and Supplies Manufacturing,584388.00,49201513391,2015-05-01
STEUBEN,Medical Equipment and Supplies Manufacturing,97907.00,49201523391,2015-08-01
STEUBEN,Medical Equipment and Supplies Manufacturing,123211.00,49201533391,2015-11-01
STEUBEN,Medical Equipment and Supplies Manufacturing,177591.00,49201543391,2015-02-01
STEUBEN,Medical Equipment and Supplies Manufacturing,86423.00,49201613391,2016-05-01
STEUBEN,Medical Equipment and Supplies Manufacturing,95862.00,49201623391,2016-08-01
STEUBEN,Medical Equipment and Supplies Manufacturing,111666.00,49201633391,2016-11-01
STEUBEN,Medical Equipment and Supplies Manufacturing,123619.00,49201643391,2016-02-01
STEUBEN,Medical Equipment and Supplies Manufacturing,135819.00,49201713391,2017-05-01
STEUBEN,Medical Equipment and Supplies Manufacturing,243391.00,49201723391,2017-08-01
STEUBEN,Medical Equipment and Supplies Manufacturing,64813.00,49201733391,2017-11-01
STEUBEN,Medical Equipment and Supplies Manufacturing,143072.00,49201743391,2017-02-01
STEUBEN,Medical Equipment and Supplies Manufacturing,135744.00,49201813391,2018-05-01
STEUBEN,Medical Equipment and Supplies Manufacturing,155935.00,49201823391,2018-08-01
STEUBEN,Medical Equipment and Supplies Manufacturing,144491.00,49201833391,2018-11-01
STEUBEN,Medical Equipment and Supplies Manufacturing,290315.00,49201843391,2018-02-01
STEUBEN,Medical Equipment and Supplies Manufacturing,133011.00,49201913391,2019-05-01
STEUBEN,Medical Equipment and Supplies Manufacturing,176224.00,49201923391,2019-08-01
STEUBEN,Medical Equipment and Supplies Manufacturing,235103.00,49201933391,2019-11-01
STEUBEN,Medical Equipment and Supplies Manufacturing,375076.00,49201943391,2019-02-01
STEUBEN,Medical Equipment and Supplies Manufacturing,169547.00,49202013391,2020-05-01
STEUBEN,Medical Equipment and Supplies Manufacturing,174662.00,49202023391,2020-08-01
STEUBEN,Medical Equipment and Supplies Manufacturing,253459.00,49202033391,2020-11-01
STEUBEN,Medical Equipment and Supplies Manufacturing,301433.00,49202043391,2020-02-01
STEUBEN,Medical Equipment and Supplies Manufacturing,67021.00,49202113391,2021-05-01
STEUBEN,Medical Equipment and Supplies Manufacturing,137905.00,49202123391,2021-08-01
STEUBEN,Medical Equipment and Supplies Manufacturing,184933.00,49202133391,2021-11-01
STEUBEN,Medical Equipment and Supplies Manufacturing,149357.00,49202143391,2021-02-01
STEUBEN,Medical Equipment and Supplies Manufacturing,155953.00,49202213391,2022-05-01
STEUBEN,Medical Equipment and Supplies Manufacturing,1539073.00,49202223391,2022-08-01
STEUBEN,Medical Equipment and Supplies Manufacturing,162906.00,49202233391,2022-11-01
STEUBEN,Medical Equipment and Supplies Manufacturing,153357.00,49202243391,2022-02-01
STEUBEN,Medical Equipment and Supplies Manufacturing,135385.00,49202313391,2023-05-01
STEUBEN,Medical Equipment and Supplies Manufacturing,866839.00,49202323391,2023-08-01
STEUBEN,Medical Equipment and Supplies Manufacturing,253794.00,49202333391,2023-11-01
STEUBEN,Medical Equipment and Supplies Manufacturing,283342.00,49202343391,2023-02-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,6498236.00,50201413391,2014-05-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,6559828.00,50201423391,2014-08-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,7019474.00,50201433391,2014-11-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,7611209.00,50201443391,2014-02-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,8929496.00,50201513391,2015-05-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,7350366.00,50201523391,2015-08-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,9192335.00,50201533391,2015-11-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,8296184.00,50201543391,2015-02-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,8215031.00,50201613391,2016-05-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,7008084.00,50201623391,2016-08-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,8292777.00,50201633391,2016-11-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,8677013.00,50201643391,2016-02-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,11140639.00,50201713391,2017-05-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,7581223.00,50201723391,2017-08-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,8076143.00,50201733391,2017-11-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,8531798.00,50201743391,2017-02-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,8064074.00,50201813391,2018-05-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,11046299.00,50201823391,2018-08-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,10005796.00,50201833391,2018-11-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,11936548.00,50201843391,2018-02-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,10684382.00,50201913391,2019-05-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,8936471.00,50201923391,2019-08-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,10943624.00,50201933391,2019-11-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,10873751.00,50201943391,2019-02-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,12164625.00,50202013391,2020-05-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,10524444.00,50202023391,2020-08-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,12962907.00,50202033391,2020-11-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,13487781.00,50202043391,2020-02-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,9875432.00,50202113391,2021-05-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,12667478.00,50202123391,2021-08-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,15018210.00,50202133391,2021-11-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,14413733.00,50202143391,2021-02-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,14035748.00,50202213391,2022-05-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,14002518.00,50202223391,2022-08-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,14816903.00,50202233391,2022-11-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,14894028.00,50202243391,2022-02-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,14858889.00,50202313391,2023-05-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,15501880.00,50202323391,2023-08-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,14069559.00,50202333391,2023-11-01
SUFFOLK,Medical Equipment and Supplies Manufacturing,16164722.00,50202343391,2023-02-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,116749.00,51201413391,2014-05-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,91742.00,51201423391,2014-08-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,111651.00,51201433391,2014-11-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,110744.00,51201443391,2014-02-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,153097.00,51201513391,2015-05-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,117702.00,51201523391,2015-08-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,119771.00,51201533391,2015-11-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,228609.00,51201543391,2015-02-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,119405.00,51201613391,2016-05-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,170519.00,51201623391,2016-08-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,150885.00,51201633391,2016-11-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,206883.00,51201643391,2016-02-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,130753.00,51201713391,2017-05-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,111389.00,51201723391,2017-08-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,102330.00,51201733391,2017-11-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,358237.00,51201743391,2017-02-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,171543.00,51201813391,2018-05-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,295260.00,51201823391,2018-08-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,203490.00,51201833391,2018-11-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,255874.00,51201843391,2018-02-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,175634.00,51201913391,2019-05-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,179466.00,51201923391,2019-08-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,188598.00,51201933391,2019-11-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,265817.00,51201943391,2019-02-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,204038.00,51202013391,2020-05-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,182037.00,51202023391,2020-08-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,313923.00,51202033391,2020-11-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,194549.00,51202043391,2020-02-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,152548.00,51202113391,2021-05-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,185052.00,51202123391,2021-08-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,184053.00,51202133391,2021-11-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,250342.00,51202143391,2021-02-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,181654.00,51202213391,2022-05-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,168815.00,51202223391,2022-08-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,152455.00,51202233391,2022-11-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,242153.00,51202243391,2022-02-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,144786.00,51202313391,2023-05-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,348633.00,51202323391,2023-08-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,458194.00,51202333391,2023-11-01
SULLIVAN,Medical Equipment and Supplies Manufacturing,504174.00,51202343391,2023-02-01
TIOGA,Medical Equipment and Supplies Manufacturing,19218.00,52201413391,2014-05-01
TIOGA,Medical Equipment and Supplies Manufacturing,11875.00,52201423391,2014-08-01
TIOGA,Medical Equipment and Supplies Manufacturing,12371.00,52201433391,2014-11-01
TIOGA,Medical Equipment and Supplies Manufacturing,8995.00,52201443391,2014-02-01
TIOGA,Medical Equipment and Supplies Manufacturing,22008.00,52201513391,2015-05-01
TIOGA,Medical Equipment and Supplies Manufacturing,25994.00,52201523391,2015-08-01
TIOGA,Medical Equipment and Supplies Manufacturing,29439.00,52201533391,2015-11-01
TIOGA,Medical Equipment and Supplies Manufacturing,12209.00,52201543391,2015-02-01
TIOGA,Medical Equipment and Supplies Manufacturing,35209.00,52201613391,2016-05-01
TIOGA,Medical Equipment and Supplies Manufacturing,12959.00,52201623391,2016-08-01
TIOGA,Medical Equipment and Supplies Manufacturing,14488.00,52201633391,2016-11-01
TIOGA,Medical Equipment and Supplies Manufacturing,42449.00,52201643391,2016-02-01
TIOGA,Medical Equipment and Supplies Manufacturing,15070.00,52201713391,2017-05-01
TIOGA,Medical Equipment and Supplies Manufacturing,19372.00,52201723391,2017-08-01
TIOGA,Medical Equipment and Supplies Manufacturing,25527.00,52201733391,2017-11-01
TIOGA,Medical Equipment and Supplies Manufacturing,49322.00,52201743391,2017-02-01
TIOGA,Medical Equipment and Supplies Manufacturing,44122.00,52201813391,2018-05-01
TIOGA,Medical Equipment and Supplies Manufacturing,320655.00,52201823391,2018-08-01
TIOGA,Medical Equipment and Supplies Manufacturing,24529.00,52201833391,2018-11-01
TIOGA,Medical Equipment and Supplies Manufacturing,25413.00,52201843391,2018-02-01
TIOGA,Medical Equipment and Supplies Manufacturing,73702.00,52201913391,2019-05-01
TIOGA,Medical Equipment and Supplies Manufacturing,47673.00,52201923391,2019-08-01
TIOGA,Medical Equipment and Supplies Manufacturing,14725.00,52201933391,2019-11-01
TIOGA,Medical Equipment and Supplies Manufacturing,18177.00,52201943391,2019-02-01
TIOGA,Medical Equipment and Supplies Manufacturing,18418.00,52202013391,2020-05-01
TIOGA,Medical Equipment and Supplies Manufacturing,22859.00,52202023391,2020-08-01
TIOGA,Medical Equipment and Supplies Manufacturing,21580.00,52202033391,2020-11-01
TIOGA,Medical Equipment and Supplies Manufacturing,101442.00,52202043391,2020-02-01
TIOGA,Medical Equipment and Supplies Manufacturing,16872.00,52202113391,2021-05-01
TIOGA,Medical Equipment and Supplies Manufacturing,21613.00,52202123391,2021-08-01
TIOGA,Medical Equipment and Supplies Manufacturing,22741.00,52202133391,2021-11-01
TIOGA,Medical Equipment and Supplies Manufacturing,31589.00,52202143391,2021-02-01
TIOGA,Medical Equipment and Supplies Manufacturing,43956.00,52202213391,2022-05-01
TIOGA,Medical Equipment and Supplies Manufacturing,51762.00,52202223391,2022-08-01
TIOGA,Medical Equipment and Supplies Manufacturing,33902.00,52202233391,2022-11-01
TIOGA,Medical Equipment and Supplies Manufacturing,19462.00,52202243391,2022-02-01
TIOGA,Medical Equipment and Supplies Manufacturing,29212.00,52202313391,2023-05-01
TIOGA,Medical Equipment and Supplies Manufacturing,47350.00,52202323391,2023-08-01
TIOGA,Medical Equipment and Supplies Manufacturing,29025.00,52202333391,2023-11-01
TIOGA,Medical Equipment and Supplies Manufacturing,104046.00,52202343391,2023-02-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,202955.00,53201413391,2014-05-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,244651.00,53201423391,2014-08-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,130172.00,53201433391,2014-11-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,339168.00,53201443391,2014-02-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,203416.00,53201513391,2015-05-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,203481.00,53201523391,2015-08-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,263182.00,53201533391,2015-11-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,181101.00,53201543391,2015-02-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,387569.00,53201613391,2016-05-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,653885.00,53201623391,2016-08-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,256357.00,53201633391,2016-11-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,266579.00,53201643391,2016-02-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,253343.00,53201713391,2017-05-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,278520.00,53201723391,2017-08-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,248949.00,53201733391,2017-11-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,378514.00,53201743391,2017-02-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,459330.00,53201813391,2018-05-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,301989.00,53201823391,2018-08-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,360431.00,53201833391,2018-11-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,342058.00,53201843391,2018-02-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,343022.00,53201913391,2019-05-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,404035.00,53201923391,2019-08-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,285303.00,53201933391,2019-11-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,459628.00,53201943391,2019-02-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,318500.00,53202013391,2020-05-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,377851.00,53202023391,2020-08-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,730736.00,53202033391,2020-11-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,439395.00,53202043391,2020-02-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,149022.00,53202113391,2021-05-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,230988.00,53202123391,2021-08-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,357871.00,53202133391,2021-11-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,458011.00,53202143391,2021-02-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,398827.00,53202213391,2022-05-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,342604.00,53202223391,2022-08-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,397705.00,53202233391,2022-11-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,704024.00,53202243391,2022-02-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,527939.00,53202313391,2023-05-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,413401.00,53202323391,2023-08-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,686117.00,53202333391,2023-11-01
TOMPKINS,Medical Equipment and Supplies Manufacturing,271062.00,53202343391,2023-02-01
ULSTER,Medical Equipment and Supplies Manufacturing,290422.00,54201413391,2014-05-01
ULSTER,Medical Equipment and Supplies Manufacturing,451720.00,54201423391,2014-08-01
ULSTER,Medical Equipment and Supplies Manufacturing,252227.00,54201433391,2014-11-01
ULSTER,Medical Equipment and Supplies Manufacturing,285086.00,54201443391,2014-02-01
ULSTER,Medical Equipment and Supplies Manufacturing,253920.00,54201513391,2015-05-01
ULSTER,Medical Equipment and Supplies Manufacturing,546489.00,54201523391,2015-08-01
ULSTER,Medical Equipment and Supplies Manufacturing,306233.00,54201533391,2015-11-01
ULSTER,Medical Equipment and Supplies Manufacturing,316626.00,54201543391,2015-02-01
ULSTER,Medical Equipment and Supplies Manufacturing,351542.00,54201613391,2016-05-01
ULSTER,Medical Equipment and Supplies Manufacturing,355800.00,54201623391,2016-08-01
ULSTER,Medical Equipment and Supplies Manufacturing,307391.00,54201633391,2016-11-01
ULSTER,Medical Equipment and Supplies Manufacturing,292334.00,54201643391,2016-02-01
ULSTER,Medical Equipment and Supplies Manufacturing,472136.00,54201713391,2017-05-01
ULSTER,Medical Equipment and Supplies Manufacturing,329288.00,54201723391,2017-08-01
ULSTER,Medical Equipment and Supplies Manufacturing,313165.00,54201733391,2017-11-01
ULSTER,Medical Equipment and Supplies Manufacturing,355395.00,54201743391,2017-02-01
ULSTER,Medical Equipment and Supplies Manufacturing,317006.00,54201813391,2018-05-01
ULSTER,Medical Equipment and Supplies Manufacturing,352421.00,54201823391,2018-08-01
ULSTER,Medical Equipment and Supplies Manufacturing,320250.00,54201833391,2018-11-01
ULSTER,Medical Equipment and Supplies Manufacturing,433054.00,54201843391,2018-02-01
ULSTER,Medical Equipment and Supplies Manufacturing,359126.00,54201913391,2019-05-01
ULSTER,Medical Equipment and Supplies Manufacturing,451665.00,54201923391,2019-08-01
ULSTER,Medical Equipment and Supplies Manufacturing,433984.00,54201933391,2019-11-01
ULSTER,Medical Equipment and Supplies Manufacturing,434564.00,54201943391,2019-02-01
ULSTER,Medical Equipment and Supplies Manufacturing,451147.00,54202013391,2020-05-01
ULSTER,Medical Equipment and Supplies Manufacturing,374058.00,54202023391,2020-08-01
ULSTER,Medical Equipment and Supplies Manufacturing,429106.00,54202033391,2020-11-01
ULSTER,Medical Equipment and Supplies Manufacturing,346813.00,54202043391,2020-02-01
ULSTER,Medical Equipment and Supplies Manufacturing,192822.00,54202113391,2021-05-01
ULSTER,Medical Equipment and Supplies Manufacturing,363764.00,54202123391,2021-08-01
ULSTER,Medical Equipment and Supplies Manufacturing,542412.00,54202133391,2021-11-01
ULSTER,Medical Equipment and Supplies Manufacturing,659808.00,54202143391,2021-02-01
ULSTER,Medical Equipment and Supplies Manufacturing,587705.00,54202213391,2022-05-01
ULSTER,Medical Equipment and Supplies Manufacturing,452512.00,54202223391,2022-08-01
ULSTER,Medical Equipment and Supplies Manufacturing,504605.00,54202233391,2022-11-01
ULSTER,Medical Equipment and Supplies Manufacturing,600543.00,54202243391,2022-02-01
ULSTER,Medical Equipment and Supplies Manufacturing,616554.00,54202313391,2023-05-01
ULSTER,Medical Equipment and Supplies Manufacturing,653522.00,54202323391,2023-08-01
ULSTER,Medical Equipment and Supplies Manufacturing,763731.00,54202333391,2023-11-01
ULSTER,Medical Equipment and Supplies Manufacturing,446642.00,54202343391,2023-02-01
WARREN,Medical Equipment and Supplies Manufacturing,322221.00,55201413391,2014-05-01
WARREN,Medical Equipment and Supplies Manufacturing,681321.00,55201423391,2014-08-01
WARREN,Medical Equipment and Supplies Manufacturing,560096.00,55201433391,2014-11-01
WARREN,Medical Equipment and Supplies Manufacturing,571063.00,55201443391,2014-02-01
WARREN,Medical Equipment and Supplies Manufacturing,600235.00,55201513391,2015-05-01
WARREN,Medical Equipment and Supplies Manufacturing,487095.00,55201523391,2015-08-01
WARREN,Medical Equipment and Supplies Manufacturing,567365.00,55201533391,2015-11-01
WARREN,Medical Equipment and Supplies Manufacturing,580345.00,55201543391,2015-02-01
WARREN,Medical Equipment and Supplies Manufacturing,728862.00,55201613391,2016-05-01
WARREN,Medical Equipment and Supplies Manufacturing,711549.00,55201623391,2016-08-01
WARREN,Medical Equipment and Supplies Manufacturing,374636.00,55201633391,2016-11-01
WARREN,Medical Equipment and Supplies Manufacturing,494762.00,55201643391,2016-02-01
WARREN,Medical Equipment and Supplies Manufacturing,1504986.00,55201713391,2017-05-01
WARREN,Medical Equipment and Supplies Manufacturing,787462.00,55201723391,2017-08-01
WARREN,Medical Equipment and Supplies Manufacturing,1426949.00,55201733391,2017-11-01
WARREN,Medical Equipment and Supplies Manufacturing,699345.00,55201743391,2017-02-01
WARREN,Medical Equipment and Supplies Manufacturing,1289247.00,55201813391,2018-05-01
WARREN,Medical Equipment and Supplies Manufacturing,1055958.00,55201823391,2018-08-01
WARREN,Medical Equipment and Supplies Manufacturing,861393.00,55201833391,2018-11-01
WARREN,Medical Equipment and Supplies Manufacturing,977691.00,55201843391,2018-02-01
WARREN,Medical Equipment and Supplies Manufacturing,1213419.00,55201913391,2019-05-01
WARREN,Medical Equipment and Supplies Manufacturing,1760476.00,55201923391,2019-08-01
